city,name,stars,total_reviews,avg_stars
"Saint Petersburg","Lorene's Fish & Crab House",4.5,34,4.5
"Saint Petersburg","The Surly Mermaid",4.5,34,4.5
"Saint Petersburg","Smokin Native BBQ",4.5,34,4.5
"Saint Petersburg","Donut Freak",4,34,4
"Saint Petersburg","Serbian Mediteran Restaurant",5,32,5
"Saint Petersburg","Harbor Master Tiki Grille",4,32,4
"Saint Petersburg","Savannah's Cafe",2.5,32,2.5
"Saint Petersburg",Arby's,3,32,3
"Saint Petersburg","Little Caesars",2.5,32,2.5
"Saint Petersburg","Jo-Jo's In Citta",3.5,30,3.5
"Saint Petersburg","Salem's Fresh Eats",2.5,30,2.5
"Saint Petersburg","A Fresh Connection Cafe and Bakery",4.5,30,4.5
"Saint Petersburg","Gyros & Seafood Express",3,30,3
"Saint Petersburg","A Corner of England",3,30,3
"Saint Petersburg","Berry Boss Acai",4.5,28,4.5
"Saint Petersburg","The Fantastic Crab Shack",4.5,28,4.5
"Saint Petersburg","St Pete Taco Lady",4,28,4
"Saint Petersburg","D'exclusive Flavor",3.5,28,3.5
"Saint Petersburg","Cheesesteak Company",3.5,28,3.5
"Saint Petersburg","China City Restaurant",2.5,28,2.5
"Saint Petersburg","Cuban Delight Cafe",3.5,28,3.5
"Saint Petersburg","Dairy Queen Grill & Chill",3,28,3
"Saint Petersburg","Pincho Y Pincho",4,28,4
"Saint Petersburg","St Pete Diner",4,26,4
"Saint Petersburg","The Sports Bar & Grill",2,26,2
"Saint Petersburg","Doc's Louisiana Boil",4,26,4
"Saint Petersburg","Old Earth Pure ORGANIC Food",5,24,5
"Saint Petersburg","Spice Routes",5,24,5
"Saint Petersburg","Pizza Hut",2,24,2
"Saint Petersburg","Perry's Restaurant",4.5,24,4.5
"Saint Petersburg","Little Caesars",3,24,3
"Saint Petersburg",POW,2.5,24,2.5
"Saint Petersburg","Limon Loco Fresh Mexican Grill",1.5,24,1.5
"Saint Petersburg","Pollo Tropical",2.5,22,2.5
"Saint Petersburg","Salem's Gyro & Subs",2,22,2
"Saint Petersburg","Vintin Hotel",1.5,22,1.5
"Saint Petersburg","Cool Vibes Bar & Grill",3.5,22,3.5
"Saint Petersburg","Elias Deli & Produce Market",5,22,5
"Saint Petersburg","Taco Bus",2,22,2
"Saint Petersburg","Avocado Valley",4.5,22,4.5
"Saint Petersburg","TNT Restaurant",4,22,4
"Saint Petersburg","Bowled Restaurant",4.5,20,4.5
"Saint Petersburg","Limey's Pub",2.5,20,2.5
"Saint Petersburg",Chick-fil-A,2,20,2
"Saint Petersburg","Randy's West Indian Restaurant",3,20,3
"Saint Petersburg","Jubilee's BBQ",2,20,2
"Saint Petersburg","InVision Creative Cafe",4,18,4
"Saint Petersburg","Pasadena Bar & Grill",4.5,18,4.5
"Saint Petersburg","Slizzy Mcgee's",3,18,3
"Saint Petersburg","China One",3.5,18,3.5
"Saint Petersburg","Red’s BBQ Foodtruck",4.5,18,4.5
"Saint Petersburg","Kalina's Coffee & European Food",4.5,18,4.5
"Saint Petersburg","Connie's Bar-B Q",2.5,18,2.5
"Saint Petersburg","Whiskey Wings Tyrone",3,18,3
"Saint Petersburg","Gateway Pizza and Pasta",3,18,3
"Saint Petersburg","Ryan's Meat Market & Deli",4.5,18,4.5
"Saint Petersburg","Periscope Restaurant",2.5,18,2.5
"Saint Petersburg","Hong Kong Restaurant",3.5,18,3.5
"Saint Petersburg","Sam's Gyros and Seafood",4.5,18,4.5
"Saint Petersburg",D'Mexican,5,18,5
"Saint Petersburg","Lonni's Sandwiches Etc",4,18,4
"Saint Petersburg","Church's Chicken",2,16,2
"Saint Petersburg",Siciliano's,3,16,3
"Saint Petersburg","Quickie's Scratch BBQ",3.5,16,3.5
"Saint Petersburg","PB & Jelly Deli",5,16,5
"Saint Petersburg","Charleys Philly Steaks",1.5,16,1.5
"Saint Petersburg","Donut Connection",4,16,4
"Saint Petersburg","Pacific Wave",4,16,4
"Saint Petersburg","St. Petersburg's Super Greek Festival",4.5,16,4.5
"Saint Petersburg",DeSanto,4,16,4
"Saint Petersburg","CD Roma's",5,14,5
"Saint Petersburg","Chef Ken's Smokehouse BBQ",4.5,14,4.5
"Saint Petersburg","Empire Oyster Bar",4.5,14,4.5
"Saint Petersburg","Zapata's Restaurant and Tequila Bar",1.5,14,1.5
"Saint Petersburg","Angie's Cafe",3.5,14,3.5
"Saint Petersburg","A Taste of Asia Restaurant",4,14,4
"Saint Petersburg","Blue Nile",4.5,14,4.5
"Saint Petersburg","Crown Fried Chicken",3.5,14,3.5
"Saint Petersburg","Blake Rice Massage",2.5,14,2.5
"Saint Petersburg","Diner 24 DTSP",1.5,14,1.5
"Saint Petersburg","K C's Korner Restaurant",4,14,4
"Saint Petersburg","Captain Al's",3,14,3
"Saint Petersburg",Denny's,4.5,14,4.5
"Saint Petersburg","Mini Restaurant",4,14,4
"Saint Petersburg","oh Greek",3,14,3
"Saint Petersburg","Westy Grille and Pub",3,12,3
"Saint Petersburg","China Max",2.5,12,2.5
"Saint Petersburg",Wendy's,2,12,2
"Saint Petersburg","Taste of Gourmet Cafe",4.5,12,4.5
"Saint Petersburg","Ai Mei Thai Restaurant",2,12,2
"Saint Petersburg",Capriccio,3,12,3
"Saint Petersburg","Fire Monkey Food Truck",4,12,4
"Saint Petersburg","Rattle N Hum",4,12,4
"Saint Petersburg","Joans Ann Bakery",3.5,12,3.5
"Saint Petersburg","China Star",3,12,3
"Saint Petersburg","Lil Net’s Home Style Cooking",3,10,3
"Saint Petersburg","Main Street Boys",4.5,10,4.5
"Saint Petersburg","Bun Cha Hanoi",5,10,5
"Saint Petersburg","Nick's Family Restaurant",3,10,3
"Saint Petersburg","McNally's Neighborhood Grill",4.5,10,4.5
"Saint Petersburg","Boss Ross BBQ",5,10,5
"Saint Petersburg","Captain Crab",3,10,3
"Saint Petersburg","Panchero's Mexican Grill",3,10,3
"Saint Petersburg","Got Sushi?- Japanese Steakhouse",4,10,4
"Saint Petersburg","Popeyes Fried Chicken",1,10,1
"Saint Petersburg","Wok N Roll",3.5,10,3.5
"Saint Petersburg","Long John Silver's",2.5,10,2.5
"Saint Petersburg","Five Guys Burgers and Fries",3,10,3
"Saint Petersburg","Cobbster's Kitchen & Bar",4,10,4
"Saint Petersburg Beach","Tequila Mockingbird Bar and Grille",3,18,3
"Saintt Petersburg","The Bread Artisans",4.5,22,4.5
"San Antonio","Pancho's Restaurant of San Ann",4.5,468,4.5
"San Antonio","Local Public House & Provisions",4,196,4
"San Antonio","Al's Famous Pizza",4,130,4
"San Antonio",Denny's,3.5,66,3.5
"San Antonio","Burger King",2,28,2
"San Antonio","Jiffy Food Stores",5,28,5
"San Antonio","San Antonio Restaurant",4,12,4
"San Antonio","San Ann Liquor Store & Lounge",3,10,3
Seffner,"Kojaks House of Ribs",4,810,4
Seffner,"Martha's Family Restaurant",4.5,578,4.5
Seffner,"Hungry Harry's Famous Bar-B-Que",4,306,4
Seffner,"Cracker Barrel Old Country Store",3.5,240,3.5
Seffner,"City Buffet",3,180,3
Seffner,"Sims Smoked Barbecue & Seafood",4.5,154,4.5
Seffner,"Kiso Sushi & Hibachi",4.5,128,4.5
Seffner,"Bob Evans",3.5,90,3.5
Seffner,Munchies,3,80,3
Seffner,"Kim's Cuban Sandwich Shop",4,78,4
Seffner,"Zaxby's Chicken Fingers & Buffalo Wings",1.5,74,1.5
Seffner,McDonald's,2,70,2
Seffner,"La Isla Cafe",3.5,68,3.5
Seffner,"Island Jerk Shack",4.5,64,4.5
Seffner,"Plummers Family Restaurant",3.5,60,3.5
Seffner,"Beef 'O' Brady's",2.5,56,2.5
Seffner,"Taqueria San Martin",4,50,4
Seffner,"Popeyes Louisiana Kitchen",2,44,2
Seffner,Hardee's,2,42,2
Seffner,"China Wok",3.5,38,3.5
Seffner,"Hong Kong Chinese Restaurant",2.5,38,2.5
Seffner,"Taco Bell",1.5,38,1.5
Seffner,Wendy's,1.5,36,1.5
Seffner,Checkers,1.5,36,1.5
Seffner,"New China",3,36,3
Seffner,"Seffner Tiki Hut",4,34,4
Seffner,"Papa John's Pizza",3,34,3
Seffner,"Publix Super Market-  Seffner",3,32,3
Seffner,"Exit 10 Restaurant & Pub",3,30,3
Seffner,"Domino's Pizza",2.5,30,2.5
Seffner,"S&J Southern BBQ",5,28,5
Seffner,"Waffle House",3.5,28,3.5
Seffner,"Pizza Hut",2,24,2
Seffner,"American Pizza Oven",3.5,22,3.5
Seffner,"Taco Vanny",4,22,4
Seffner,"Young Bin Chinese Restaurant",2.5,22,2.5
Seffner,"Burger King",1.5,22,1.5
Seffner,"Soulful Flavors Seffner",4.5,20,4.5
Seffner,"Sunnyside Up Café",3,20,3
Seffner,"Popeyes Louisiana Kitchen",2.5,18,2.5
Seffner,"La Guantanamera Restaurant",4.5,16,4.5
Seffner,"Seffner Soul",4.5,14,4.5
Seffner,"Hungry Howie's Pizza & Subs",2.5,12,2.5
Seffner,"Pizza Hut",2.5,12,2.5
Seffner,Wingstop,3,10,3
Seminole,"Daly's Flame Broiled Burgers",4.5,536,4.5
Seminole,"Zom Hee Chinese Restaurant",4,516,4
Seminole,"Jimmy's Sushi Bar",4.5,516,4.5
Seminole,"Miller's Ale House",3.5,458,3.5
Seminole,"Trip's Diner",4,446,4
Seminole,BurgerFi,3.5,422,3.5
Seminole,"Studio Movie Grill",3.5,374,3.5
Seminole,"Brooklyn Pizza",4,352,4
Seminole,"Savanh of Laos",5,328,5
Seminole,"Osaka Sushi & Thai",3.5,324,3.5
Seminole,"Maple Street Biscuit Company - Seminole City",4,302,4
Seminole,"Sushi Kabuki",4.5,272,4.5
Seminole,"Greek Village Restaurant & Deli",3.5,260,3.5
Seminole,"Mamas Kitchen",4,242,4
Seminole,"Pieology Pizzeria",4,204,4
Seminole,"Sea Hags Bar & Grill",3.5,198,3.5
Seminole,"Willie Jewell's Old School Bar-B-Q",3.5,192,3.5
Seminole,Stefano's,4,184,4
Seminole,"Chicken Salad Chick",4,180,4
Seminole,"Sushi Spice",4,180,4
Seminole,"Angry Pepper Taphouse",3.5,170,3.5
Seminole,"Fortunato's Italian Pizzeria",4,170,4
Seminole,"Mama's Famous Pizza",2.5,166,2.5
Seminole,"Vampire Penguin",4.5,158,4.5
Seminole,"Joto's Pizza - Seminole",3.5,152,3.5
Seminole,"Barracuda Deli Cafe",5,150,5
Seminole,"Cedars Restaurant",4.5,146,4.5
Seminole,Culver's,3,142,3
Seminole,"Hong Kong",3.5,132,3.5
Seminole,"Einstein Bros. Bagels",2,130,2
Seminole,"Irish 31",3.5,124,3.5
Seminole,"Outback Steakhouse",3,124,3
Seminole,"Mariscos El Pulpo Restaurant",3.5,124,3.5
Seminole,"Aloha To Go- Hale",4.5,122,4.5
Seminole,"Oya Sushi",4,120,4
Seminole,"Breakfast Station",4.5,118,4.5
Seminole,"Three Olives",3.5,108,3.5
Seminole,"Joella's Hot Chicken - Seminole",2.5,104,2.5
Seminole,"Grill 131",3.5,102,3.5
Seminole,"The Club House Restaurant",4.5,100,4.5
Seminole,"Time Out Sports Bar",3.5,96,3.5
Seminole,"The Wooden Rooster",3.5,92,3.5
Seminole,"PDQ Seminole",3.5,86,3.5
Seminole,"Southie Coffee",5,86,5
Seminole,"The Sports Bar and Grill",3.5,84,3.5
Seminole,"Miami's Best Cuban By Los Maruchos",4.5,84,4.5
Seminole,"Chipotle Mexican Grill",2.5,82,2.5
Seminole,"Capo De Monte Italian Market",4.5,82,4.5
Seminole,"Pollo Tropical",2.5,82,2.5
Seminole,"Applebee's Grill + Bar",2,78,2
Seminole,"Two Cousins Pizzeria",4,74,4
Seminole,"Seminole Lanes Inc",3.5,74,3.5
Seminole,Chick-fil-A,3.5,72,3.5
Seminole,"Twistee Treat",3,70,3
Seminole,"Beach Pizza Plus",3,68,3
Seminole,"Burger King",2,66,2
Seminole,"Fit Stop Eatery",4.5,66,4.5
Seminole,"Seabreeze Family Restaurant",4,60,4
Seminole,"Boston Market",3,60,3
Seminole,"Taco Bell",3,58,3
Seminole,"Perkins Restaurant & Bakery",3.5,58,3.5
Seminole,McDonald's,1.5,56,1.5
Seminole,"Mickey Quinn's Pub",4,56,4
Seminole,"Empanada Brothers",5,56,5
Seminole,"Panda Express",2.5,52,2.5
Seminole,"Suzie Q's Diner",4,52,4
Seminole,"Westshore Pizza",3,50,3
Seminole,"Hungry Crab Juicy Seafood",3.5,50,3.5
Seminole,"Golden Star Chinese Restaurant",3.5,48,3.5
Seminole,"Bangkok Cuisine Thai Restaurant",4.5,48,4.5
Seminole,"Waffle House",4.5,48,4.5
Seminole,"Treasure Island Fun Center",4,48,4
Seminole,"China Garden",4,46,4
Seminole,"China King",3.5,42,3.5
Seminole,Dunkin',1.5,38,1.5
Seminole,Freshii,3,38,3
Seminole,"China Wok",3.5,36,3.5
Seminole,"Tropical Smoothie Cafe",3.5,36,3.5
Seminole,"New Hong Kong Chinese Restaurant",2.5,36,2.5
Seminole,Wendy's,2.5,36,2.5
Seminole,"Domino's Pizza",2.5,36,2.5
Seminole,"Dairy Queen Grill & Chill",3.5,36,3.5
Seminole,Pholicious,4,34,4
Seminole,"Portobello Diner",3.5,32,3.5
Seminole,"Fujiyama Thai & Sushi Bar",3,32,3
Seminole,"Publix Super Markets",3,32,3
Seminole,"Westshore Pizza",2,32,2
Seminole,McDonald's,2.5,30,2.5
Seminole,"Cali Shack",3.5,30,3.5
Seminole,"Jersey Mike's Subs",3,28,3
Seminole,"Papa John's Pizza",1.5,26,1.5
Seminole,Publix,3,26,3
Seminole,Starbucks,3.5,26,3.5
Seminole,"Hungry Howie's Pizza & Subs",3,26,3
Seminole,"The Abandon Izakaya",4.5,24,4.5
Seminole,KFC,1.5,22,1.5
Seminole,"Sombra Coffee",4,22,4
Seminole,"Pickle Barrel Deli",4,22,4
Seminole,"Palace of the Orient",3,20,3
Seminole,"Publix Super Markets",4,20,4
Seminole,"Toucans Ale House",2.5,20,2.5
Seminole,"Little Caesar's Pizza",3.5,18,3.5
Seminole,"Hibachi Express Of Seminole",5,18,5
Seminole,"Greek Island Cafe",3.5,18,3.5
Seminole,Wawa,3.5,16,3.5
Seminole,Subway,3.5,16,3.5
Seminole,"Seminole Family Steak & Seafood",2.5,16,2.5
Seminole,"Meet & Eat Restaurant",4.5,14,4.5
Seminole,"Tasia Sushi Bar & Thai Cuisine",3.5,14,3.5
Seminole,"Benedict's Restaurant",4,14,4
Seminole,"La Belas",2,14,2
Seminole,"Cafe Cure",4.5,12,4.5
Seminole,"Sushi Fune",4,12,4
Seminole,"Pizza Hut",3.5,12,3.5
Seminole,"Curriez Indian Cuisine",2,10,2
Seminole,Subway,2.5,10,2.5
Seminole,"Super Buffet",3,10,3
Seminole,"Green Market Cafe",5,10,5
Seminole,"Martina's German Cuisine",3,10,3
Seminole,"Nature's Table In Morton Plant Hospital Bardmoor",4,10,4
"South Pasadena","Nitallys Thai-Mex Express",3.5,992,3.5
"South Pasadena","Ted Peter's Famous Smoked Fish",4,960,4
"South Pasadena","Horse and Jockey British Pub & Restaurant",4,316,4
"South Pasadena","Spiro's Family Restaurant",4,120,4
"South Pasadena","Fortunato's Pizza Italian Restaurant",3.5,88,3.5
"South Pasadena","Keke's Breakfast Cafe",4,84,4
"South Pasadena","Pasadena Steak House",3,80,3
"South Pasadena","Marquise Cafe",4.5,76,4.5
"South Pasadena","Spiro's Pasadena Produce & Deli",4,68,4
"South Pasadena","The Comfort Cafe",4,66,4
"South Pasadena","Poké Falls",4.5,64,4.5
"South Pasadena","Taco Bell",1.5,58,1.5
"South Pasadena","Hong Kong",3.5,38,3.5
"South Pasadena","Papa John's Pizza",2.5,30,2.5
"South Pasadena","Gigi's Italian Restaurant",2.5,28,2.5
"South Pasadena","Pizza Hut",3.5,28,3.5
"South Pasadena","Vittoria's Pizza, Subs & Pasta",1.5,26,1.5
"South Tampa","Sushi Ninja Tampa",4,682,4
"Southwest Tampa","The Patio",3.5,154,3.5
"Spring Hill","Chulas Mexican Grill",3.5,302,3.5
"Spring Hill","Greek City Cafe",4,278,4
"Spring Hill","Cody's Original Roadhouse",3,256,3
"Spring Hill","Guido's Italian Restaurant",3.5,256,3.5
"Spring Hill","Gator's Dockside - Spring Hill",3.5,238,3.5
"Spring Hill","Cracovia Polish Restaurant",3.5,226,3.5
"Spring Hill","E Sushi Japanese Grill & Sushi Bar",4,202,4
"Spring Hill","Sakura Asian Cuisine & Sushi",4,194,4
"Spring Hill","Sonny's BBQ",3.5,178,3.5
"Spring Hill","Susie's Grill",3.5,176,3.5
"Spring Hill","Slice of Life Pizzeria",2.5,160,2.5
"Spring Hill","PJs Brick Oven Pizza - Spring Hill",3.5,158,3.5
"Spring Hill","Nouvelle Cuisine",4,154,4
"Spring Hill","Thai Cuisine",4,152,4
"Spring Hill","1000 Degrees Neapolitan Pizzeria",4,152,4
"Spring Hill","Coyote Rojo # 4",4,150,4
"Spring Hill","Wrap's Mexican Grille",4.5,138,4.5
"Spring Hill","Red Lobster",2.5,130,2.5
"Spring Hill","Pizza Villa & Restaurant",3,128,3
"Spring Hill","Donnelly's Deli",4.5,128,4.5
"Spring Hill","Cracker Barrel Old Country Store",3,128,3
"Spring Hill","Rocco's Pizza Restaurant",4,126,4
"Spring Hill","Jam's Cafe",4,122,4
"Spring Hill","Breakfast Club of Seven Hills",4,120,4
"Spring Hill","Steak ’n Shake",2.5,120,2.5
"Spring Hill","Kally K's Steakery & Fishery",3,116,3
"Spring Hill",Copacabana,4,112,4
"Spring Hill","Murphy's Market",4.5,110,4.5
"Spring Hill","La Cucina Internazionale",4.5,108,4.5
"Spring Hill","Niki's Gyromania",4,104,4
"Spring Hill","Haiku Japanese Fusion",4,102,4
"Spring Hill","Thousand Island Cafe",3.5,100,3.5
"Spring Hill","Village Pizza",3.5,100,3.5
"Spring Hill","Panera Bread",3,98,3
"Spring Hill","R Beach",4,96,4
"Spring Hill",Chili's,3,94,3
"Spring Hill","Villa Verde Cafe' Ristorante Italiano",3.5,92,3.5
"Spring Hill","Philly's Best",4,92,4
"Spring Hill","El Ranchito Mexican Restaurant",3,90,3
"Spring Hill","Turnpike Rest Stop",4.5,86,4.5
"Spring Hill","Campitiello's Restaurant & Pizzeria",3.5,84,3.5
"Spring Hill",Denny's,3,82,3
"Spring Hill",Hooters,2.5,80,2.5
"Spring Hill","Applebee's Grill + Bar",2.5,76,2.5
"Spring Hill","La Lechonera",4,72,4
"Spring Hill","Applebee's Grill + Bar",3,72,3
"Spring Hill","Weeki Wachee Candy",4.5,72,4.5
"Spring Hill","Titos Pizza",3.5,70,3.5
"Spring Hill","Little Greek Fresh Grill",4,70,4
"Spring Hill","Firehouse Subs",3,66,3
"Spring Hill","Taste Good",3,66,3
"Spring Hill","Golden Wok",3.5,64,3.5
"Spring Hill","Nina's Cucina",3,64,3
"Spring Hill","Mark Anthony Pizza",4.5,62,4.5
"Spring Hill","Popeyes Louisiana Kitchen",2,62,2
"Spring Hill",Pitaluv,5,62,5
"Spring Hill","Ocho Rios Cafe",3.5,62,3.5
"Spring Hill",McDonald's,2.5,60,2.5
"Spring Hill","China City Restaurant",4,56,4
"Spring Hill",Azteca,3.5,54,3.5
"Spring Hill","China Star",4,54,4
"Spring Hill","Perkins Restaurant & Bakery",3.5,52,3.5
"Spring Hill","Thai Hot Spot",4.5,52,4.5
"Spring Hill","Burger King",2,52,2
"Spring Hill","Gigi's Pizza and Pasta",3.5,50,3.5
"Spring Hill",McDonald's,1.5,46,1.5
"Spring Hill","Phillys Best Cheesesteak House II",3,44,3
"Spring Hill",Checkers,2,44,2
"Spring Hill","China Garden",4,44,4
"Spring Hill","Breakfast & Lunch Nook",3.5,42,3.5
"Spring Hill","Karma Spirits & Cafe",3.5,42,3.5
"Spring Hill","China Kitchen",4,40,4
"Spring Hill","The Tartan Table",4,38,4
"Spring Hill","The Press Box Restaurant",3,38,3
"Spring Hill","The Dancing Crab",3.5,36,3.5
"Spring Hill","Long John Silver's",2,36,2
"Spring Hill","Taco Bell",2.5,36,2.5
"Spring Hill","Paesano's Italian Bread Bakery & Market",4,36,4
"Spring Hill","MadaVera's Original Hero & Bakery",4.5,36,4.5
"Spring Hill","Hong Kong Chinese Restaurant",3,36,3
"Spring Hill","Chef's Cafe",4.5,34,4.5
"Spring Hill","China 1",4,34,4
"Spring Hill",Wendy's,2,34,2
"Spring Hill","Yummy Garden",4.5,34,4.5
"Spring Hill","Sorelle Restaurant",3.5,32,3.5
"Spring Hill","Aripeka Stone Crab Company",5,32,5
"Spring Hill","Amnesia Pub",4,32,4
"Spring Hill","The Boston Cooker Restaurant & Oyster Bar",3,32,3
"Spring Hill","Caffe Connection",4.5,32,4.5
"Spring Hill","Alpha Pizzeria",2.5,30,2.5
"Spring Hill","Papa John's Pizza",3,30,3
"Spring Hill","Little Caesars Pizza",2,30,2
"Spring Hill","Island Eatery",4.5,30,4.5
"Spring Hill","Gino's Place",4,30,4
"Spring Hill","Aqua Sports Bar & Grille",3.5,28,3.5
"Spring Hill","Chopstix Chinese restaurant",2.5,28,2.5
"Spring Hill","Felony's Bar and Grill",3.5,28,3.5
"Spring Hill",Dunkin',3,26,3
"Spring Hill","Dairy Queen Grill & Chill",2.5,26,2.5
"Spring Hill","New China Restaurant",3.5,26,3.5
"Spring Hill","China Town",3.5,26,3.5
"Spring Hill","Sonic Drive Inn",2,26,2
"Spring Hill","Miguel's Latin Market",4,24,4
"Spring Hill","Rookie's Sports Bar & Grill",3,24,3
"Spring Hill",Wingstop,3,24,3
"Spring Hill","Pizza Hut",2.5,22,2.5
"Spring Hill","Domino's Pizza",3,22,3
"Spring Hill","Euphoria Emporium",4.5,22,4.5
"Spring Hill","Twistee Treat - Spring Hill II",3.5,22,3.5
"Spring Hill","Carmela's Corner",4,22,4
"Spring Hill","Rogue Sandwich",4.5,22,4.5
"Spring Hill","NY Dog House",4.5,20,4.5
"Spring Hill","Pit Boss Bar-B-Q",3,20,3
"Spring Hill","Adventure Coast Fun Park",4.5,20,4.5
"Spring Hill","Honey Baked Ham Company",3.5,20,3.5
"Spring Hill",Subway,3,20,3
"Spring Hill","Hungry Howie's Pizza & Subs",2,20,2
"Spring Hill","KATHYS SPRING HILL DINER",4.5,20,4.5
"Spring Hill","Papa's Place",4,20,4
"Spring Hill","Taco Bell",3.5,18,3.5
"Spring Hill","808 Island Treats",5,18,5
"Spring Hill","Seven Deuce Saloon & Tavern",4,18,4
"Spring Hill","Susie's Again Restaurant",3.5,18,3.5
"Spring Hill","La Casa Cafe",3.5,16,3.5
"Spring Hill",Checkers,3,16,3
"Spring Hill","Shelley's Corner Cafe",4.5,16,4.5
"Spring Hill","Richie B's "Brick Oven" Pizzeria",4,16,4
"Spring Hill","J & Z China Buffet",3.5,16,3.5
"Spring Hill","Bourbon Blues House",2,16,2
"Spring Hill",McDonald's,2,16,2
"Spring Hill",Subway,2.5,16,2.5
"Spring Hill",Arby's,2.5,14,2.5
"Spring Hill",Dunkin',3.5,14,3.5
"Spring Hill","The Restaurant Home Cooking",3.5,14,3.5
"Spring Hill","A&W Restaurant",1.5,14,1.5
"Spring Hill","Latin Corner-Tu Esquina Latina",5,14,5
"Spring Hill","Plaza Mexico",4,14,4
"Spring Hill","Pizza Hut",1.5,14,1.5
"Spring Hill","Spring Hill Diner",2.5,12,2.5
"Spring Hill","Kielbasa Bus",5,12,5
"Spring Hill","Wellington At Seven Hills Club House",4,12,4
"Spring Hill","2 Guys From Brooklyn Pizza, Subs & More",2.5,12,2.5
"Spring Hill","Cafe Adriatic",4.5,12,4.5
"Spring Hill",Subway,1.5,12,1.5
"Spring Hill","Salute Italian Restaurant",3.5,12,3.5
"Spring Hill","Sakura Japanese Restaurant",3.5,12,3.5
"Spring Hill","il Tavolo Trattoria",4,10,4
"Spring Hill","The Hip Hop Sandwich Shop",2.5,10,2.5
"Spring Hill","Cheese Dreams",5,10,5
"Spring Hill","County Line Cafe & Grille",4,10,4
SPRINGHILL,IHOP,3,66,3
"St Pete","Glory Days Grill",3.5,474,3.5
"St Pete Beach","Shrimpys Blues Bistro",4.5,2016,4.5
"St Pete Beach","The Frog Pond",4.5,1938,4.5
"St Pete Beach","Sea Critters Cafe",4,1274,4
"St Pete Beach","Hurricane Seafood Restaurant",2.5,1246,2.5
"St Pete Beach","Barracuda Deli Cafe St. Pete Beach",5,1042,5
"St Pete Beach","Toasted Monkey",3.5,880,3.5
"St Pete Beach","Boulevard Burgers & Tap House",3.5,766,3.5
"St Pete Beach","Woodys Waterfront Cafe and Beach Bar",3.5,738,3.5
"St Pete Beach","Verducci's Trattoria Pizzeria",4,724,4
"St Pete Beach","Buona Ristorante",4,682,4
"St Pete Beach","Tuttorosso Restaurant & Pizzeria",4,672,4
"St Pete Beach","Nori Thai",4,546,4
"St Pete Beach","Castile Restaurant",3.5,508,3.5
"St Pete Beach","La Casa Del Pane",4.5,424,4.5
"St Pete Beach","Sola Bistro & Wine Bar",4.5,410,4.5
"St Pete Beach","Giuseppe's Pizza",4,374,4
"St Pete Beach","Silas Steak House",3,316,3
"St Pete Beach","Carino's Italian Ristorante",4,266,4
"St Pete Beach","Buoy's Waterfront Bar & Grill",4.5,242,4.5
"St Pete Beach","Boathouse Kitchen & Bar",3,228,3
"St Pete Beach","Bone's Pizza Shack",4,212,4
"St Pete Beach","The Dewey Beach Bar & Grill",4,212,4
"St Pete Beach","Shark Tales",3,192,3
"St Pete Beach","Sandra's German Restaurant",5,168,5
"St Pete Beach","Category 36 Taphouse",5,168,5
"St Pete Beach","Compass Grille",3,164,3
"St Pete Beach","Waffle House",3.5,138,3.5
"St Pete Beach","A Slice Of New York",3.5,122,3.5
"St Pete Beach","Caddy's St. Pete Beach",3,122,3
"St Pete Beach","Paradise Grille",4,118,4
"St Pete Beach","Gayles Restaurant",3,116,3
"St Pete Beach","Blue Parrot",3,110,3
"St Pete Beach","Fresh Factory",4,86,4
"St Pete Beach","Coconut Charlie's Beach Bar & Grill",3.5,66,3.5
"St Pete Beach","Key West Shrimp Company",4,64,4
"St Pete Beach","Burger-ish Bar & Grill",4,64,4
"St Pete Beach","Bella's Ristorante Pizzeria & Bar",4.5,62,4.5
"St Pete Beach","Berkeley Beach Club",5,32,5
"St Pete Beach",Subway,2.5,26,2.5
"St Pete Beach","Custom Cafe and Catering",4,26,4
"St Pete Beach","Buona Ristorante",4.5,20,4.5
"St Pete Beach","SeaFire Grill",4,16,4
"St Pete Beach","Beach Buns and Burgers",3,12,3
"St Pete Beach","Seaside Grill 1",4,10,4
"St Petersburg","Red Mesa Cantina",4,2854,4
"St Petersburg","Cassis St. Pete",3.5,1668,3.5
"St Petersburg","Ceviche Tapas Bar And Restaurant",4,1578,4
"St Petersburg","URBAN Brew and BBQ",4,1498,4
"St Petersburg",Buya,4,1406,4
"St Petersburg","The Oyster Bar",4,1294,4
"St Petersburg","400 Beach Seafood & Tap House",3.5,1262,3.5
"St Petersburg","The Cider Press",4,1180,4
"St Petersburg","Red Mesa Restaurant",4,1170,4
"St Petersburg","The Library",4.5,1170,4.5
"St Petersburg",Hofbräuhaus,3.5,1124,3.5
"St Petersburg","Jack's London Grill",4.5,930,4.5
"St Petersburg","O'Maddy's Bar & Grille",4,918,4
"St Petersburg","The Wooden Rooster",4,850,4
"St Petersburg","2nd and Second",3,674,3
"St Petersburg","Tryst Gastro Lounge",3.5,590,3.5
"St Petersburg","Antonio's Pizzeria",3.5,584,3.5
"St Petersburg","IL Ritorno",4.5,504,4.5
"St Petersburg",swah-rey,4.5,478,4.5
"St Petersburg","Z Grille",3.5,476,3.5
"St Petersburg","Cafe Cibo",4,454,4
"St Petersburg","Cody's Original Roadhouse- Bay Pines",4,408,4
"St Petersburg","Ricky P's Orleans Bistro",3.5,404,3.5
